country,description,variety
Germany,"Released in the U.S. a bit later than most German wines, Raimund Prüm's 2006 Würzgarten kabinett remains primary and fresh, filling the room with aromas of green apple, lime and slate. It's medium in body (9% alcohol) and slightly creamy in texture, with an off-dry finish marked by hints of lime zest.",Riesling
Germany,"Starts off slowly, with sulfurous notes that blow off in under an hour to reveal a soft, gentle sekt with mineral and ripe apple flavors.",Riesling
Germany,"Kicks off with intensely petrol-like aromas and hints of vegetable oil rather than overt fruitiness, then develops flavors of honey, marmalade and spice on the palate. It's a rich, viscous wine that finishes very sweet—almost cloying—on the finish.",Riesling
Germany,"This delectable kabinett starts off with amazingly pure scents of crushed stone, lime and apple, then follows up with flavors of strawberries to go with more apples and limes. It's medium-bodied, slightly sweet but with the crispness to balance its sugars. Finishes pristine and fresh. Drink now-2016.",Riesling
Germany,"There's a slight hint of mushroominess to this wine's aromas, but otherwise it's rather clean, featuring apricot and candied orange aromas and flavors. Offers plenty of depth without being syrupy, ending with a pithy note to help balance the sweetness. Drink now.",Riesling
Germany,"Intensely sweet, as you might expect, with scents of honey, dried apricots and clover. But there's also a hint of vinyl or plastic that mars the nose and the palate, so although this is sticky and long on the finish, it doesn't quite make top marks.",Riesling
Germany,"A strongly minerally wine, the 2005 Maria v. O. boasts perfumes of heating oil and smoke, while the flavors are of apple, pear and citrus, all wrapped in a petrolly shroud. Yet for all that, it also features sweetness balanced by lime-like acid and a clean, refreshing finish. Drink now–2015.",Riesling
Germany,"Tart and very dry, this sparkler appears cleanly made, just somewhat meagrely endowed. Monochromatic—and that's a sour shade of citrus.",Riesling
Germany,"Perfumy on the nose, with scents of lilacs and bubble gum. Light and frothy on the palate, offering soft, slightly sweet flavors reminscent of cotton candy.",Pinot Noir
Germany,"A bit heavy and sweet, with modest pear and melon ¬flavors that fall flat.",Sparkling Blend
Germany,"This plump, medium-bodied kabinett seems destined for early maturity, as it relies on a touch of unreleased CO2 to give it liveliness. Drink it young while it's still fresh, and before the bold apple, pear and citrus flavors fade.",Riesling
Germany,"This is a knockout, from the floral and apricot-laced aromas right through the lingering notes of honey and fruit. It's rich and unctuous on the palate, balancing its considerable residual sugar with only 7% alcohol and crisp, mouthwatering acids. Blends a mélange of fruit—apricots, peaches, pears and apples—with nuances of spice and mineral that no other country in the wine-producing world has yet matched. Like many top German Rieslings, you can drink this now, or enjoy it 20 years from now, and it should last well beyond that. Imported by Classical Wines.",Riesling
Germany,"Intensely diesel-like on the nose, almost to the point of nuttiness, then full-bodied, broad and muscular on the palate, delivering flavors of oranges and wet stones. It's drier than many spätlesen, and while it may lack a bit of raciness and elgance, it makes up for it with sheer power.",Riesling
Germany,"This seems a bit simple and confected for an Erstes Gewächs offering, with superripe, fruity aromas and flavors of apple, melon and lime. It's still a nice wine, medium-bodied and cleanly made, just lacking the minerality and complexity you'd hope for at this level.",Riesling
Germany,"Citrus and green apple flavors mark this rather light-bodied auslese. It's crisp, clean and fresh, with tart lemon-lime flavors on the finish and some modestly minerally undercurrents. Drink now.",Riesling
Germany,"Light to medium in body, this is a clean, fresh auslese, not a big, sugary blockbuster. Pineapple and honey aromas lead the way, adding green apple, mint and citrus flavors as the wine crosses the palate. To some, it may seem a bit green and underripe despite the ample residual sugar, while to others it will a welcome respite from many of the overripe ausleses that are actually declassified BAs.",Riesling
Germany,"Ultraripe tropical fruits—even including hints of bananas—dominate this wine's heady aromas. Acids are soft, and alcohol fairly elevated—12.5%—for a wine of this prädikat. There's ample concentration, and the peach and melon flavors linger on the finish. Drink now–2016.",Riesling
Germany,"A bit reticent on the nose, but hints of honeyed fruit and powdered stone emerge after some coaxing. In the mouth, the flavors explode into strident notes of green apple, honey and lime zest, carried easily by only 8% alcohol. Long, tart and refreshing on the finish; a wine that can be consumed in its exuberant youth or aged into something more refined and complex. Imported by Valckenberg International, Inc.",Riesling
Germany,"Starts slow, gradually ramping up its complexity and concentration as it warms in the glass, eventually opening up to show scents of diesel and peach pit alongside flavors of lime, peach and melon. Throughout, there's a strong sensation of minerality, ending on a crisp, mouthwatering note. Imported by Classical Wines.",Riesling
Germany,"This is a decidedly nonfruity Riesling, marked instead by aromas of petrol and featuring flavors of crushed stone, canola oil and lime. It's relatively light in body and close to dry, finishing long and citrusy. Try it with a seafood salad or smoked trout.",Riesling
Germany,"A nicely balanced auslese that's not too rich or sweet, marrying ripe apples and pears with floral notes, tropical fruit and a healthy dose of crushed-stone minerality. Finishes with flourishes of pineapple and citrus. Imported by Classical Wines.",Riesling
Germany,"Even if it's a bit weighty, this Riesling remains balanced, thanks to intense minerality and crisp acids. Apricot and peach scents on the nose mingle with wet stones and hints of cinnamon, turning slightly oily and viscous on the palate. Finishes dry and clean. Imported by Classical Wines.",Riesling
Germany,"Ripe apples meet oily terpenes in this medium-bodied spätlese. Baked apple and sweet melon notes pick up hints of spice and kerosene on the palate, finishing long and clean. Imported by Chapin Cellars.",Riesling
Germany,"Befitting its namesake Würzgarten vineyard, this wine starts off with musky-spicy notes layered over ripe pear and apple fruit and smoky, slate-driven aromas. It's light in body, yet it doesn't lack for strength or intensity at all, finishing long, with cleansing, lime-like acids. Imported by Loosen Bros. USA.",Riesling
Germany,"Starts off a little sluggish, offering up hints of roasted sweet corn on the nose, but those aromas soon give way to scents of pineapple and dried apples. It's soft in the mouth, verging on flabby, but has some charming flavors of apple and spiced pear that make it enjoyable as a chilled apéritif. Drink now.",Riesling
Germany,"Honeyed apples and pears mark the nose of this sweet but balanced auslese. Tasting it reveals hints of dried apricots, cool mint and an earthy minerality, all tied up in a clean, crisp finish. Imported by Chapin Cellars.",Riesling
Germany,"Light and fresh, this spritely kabinett won't bowl you over, but it just may charm you off your feet. Scents of lime and fresh greens lead the charge, backed by crisp apple and citrus flavors. Lively and mouthwatering on the finish. Imported by Chapin Cellars.",Riesling
Germany,"Light and fresh, this tart, strident wine is a poster-child for cool-climate Riesling. Lime, green apple and pineapple aromas and flavors are bold and crisp, tinged with enough slatey minerality to mark its Saar origins. Imported by Valckenberg International, Inc.",Riesling
