country,description,variety
Argentina,"Deep, dark and charred on the nose, this features campfire and black cherry aromas. It feels fresh, alert and snappy for being so dark and ripe, with blackberry and padded oak flavors. It's layered and a touch creamy on the finish. A modern, powerful Malbec to drink now–2016.",Malbec
Argentina,"Among Argentinean Chardonnays, Catena's Alta is among the very best. This vintage supplies toasty apple, pear and banana aromas in front of a fresh, full-bodied palate that's clean, pure and Burgundian in character. Flavors of baked apple, oak and spice lead to a long finish. Drink now–2014.",Chardonnay
Argentina,"Woody aromas of tree bark, forest floor and earthy, minty berry fruits lead to a full and stocky feeling palate with wiry, herbal, oak-heavy flavors of plum and mint. On the finish, this is tannic, with strong spice notes and a hint of green.",Merlot
Argentina,"This is a clean, basic wine with white-fruit aromas of peach and apple. The palate is well balanced, and there's a good level of citrus flavor along with green herb accents. On the finish, it's more tropical, with a hint of banana.",Sauvignon Blanc
Argentina,"Herbal aromas are balanced by plenty of red fruit character. It's tough and tannic in the mouth, so food is almost a must. Tastes of herbal berry and stewed plums, and that's followed by a roasted, herbal finish. Tough in feel but honest in flavor.",Cabernet Franc
Argentina,"Full, solid and dishing pretty aromas of blackberry, dark plum and mild spice. Sturdy in the mouth, with nice balance and above-average mouthfeel. Tastes ripe, lightly toasted and it finishes smooth if a bit short. Textbook value Malbec; easy to like.",Malbec
Argentina,"This is a full-bodied, warm-climate Chardonnay with the expected mix of oak and baked-fruit aromas. The palate is more juicy than creamy, but also resiny, with nutty flavors of butterscotch and toasted apple. A banana note enters onto the finish.",Chardonnay
Argentina,"Blueberry, boysenberry, minty oak and leather are the key aromas of this full-force Malbec. ViBo emerges with focus and power; it's delivering a truck load's worth of firm berry flavor, finishing dry and alert, with chocolate and herb notes. Drink now–2016.",Malbec
Argentina,"Although the bouquet is a touch scratchy, raspberry aromas are good. This feels a little wiry on the palate, with acidity poking through. Flavorwise, there's a mix of generic blackberry and plum, while the finish is lively due to juicy  acidity.",Cabernet Sauvignon-Shiraz
Argentina,"Meaty plum aromas have a floral accent and suggest balsam wood or sandalwood. This feels good in the mouth, with broad tannins. Flavors of herbal blackberry and exotic  spices finish rubbery and firm.",Malbec
Argentina,"Take this wine's deep purple color as a warning of big things to come. A grapy nose with herbal and violet aromas precedes a heavily saturated palate with spice and prune flavors. A pounding, long, plum-driven finish confirms that this mostly about size.",Malbec-Merlot
Argentina,"Eolo is Trivento's prized wine, and this vintage hammers away from the start with blackberry, toast and pepper aromas. The palate is huge and extracted, with dark, fat blackberry flavors that are tempered by graphite and minty oak. It's as black as they come, with mint and licorice flavors on the finish. An inky, intense wine, with less than 500 cases made.",Malbec
Argentina,"This blend of Malbec, Cabernet Sauvignon and Petit Verdot is powerful, with a blueberry flavor, a mild green note, a balsamic hint and a molasses tinge. It's saturated and clampy in feel, with aggressive flavors of lemony oak, balsamic fruit and baked berry. Warm, oaky and full of licorice flavor on the finish. Drink 2014–2019.",Red Blend
Argentina,"Although this is almost red in color and entering its twilight, it's not bad for $8. Dusty berry aromas lead to a semifull palate with raspberry, cherry and plum flavors that end in chewy dryness.",Rosé
Argentina,"Dark berry aromas appear alongside a strong whiff of mint and grass. The palate feels narrow and tannic, with little in the middle, while flavors of earthy berry vie for attention with seemingly out of place citric flavors.",Bonarda
Argentina,"Stout and dense from the beginning, with blackberry and violet aromas. Despite being a bold and dark Malbec, this is fresh and composed, with sweet blackberry and cassis flavors. Good on the finish, with candied fruit and caramel sweetness.",Malbec
Argentina,"Opens with tire rubber, char and minty, smoky black fruit. Feels mostly fresh and bold, with blackberry, blueberry and coffee flavors. Just dense, sweet and spicy enough, with espresso bitterness to the finish. Composed and competent value red wine.",Malbec-Syrah
Argentina,"Black and jammy on the bouquet, with a spot of minty green and licorice. It's softy and leans toward syrupy, with sweet, mildly baked flavors of black fruits and chocolate. Feels creamy and a little low on acidity, so drink soon.",Cabernet Sauvignon
Argentina,"Black in color, with minty aromas of blackened berry, leather and a slight horsey funk. Lush, soft and jammy in the mouth, with roasted, sweet-tasting flavors of stewed berry and raisin. Finishes soft and smooth, with mild tannins and sweet café mocha flavors.",Malbec
Argentina,"Shockingly good for $10 Argentine Pinot. It's easy on the nose, with milk chocolate and raspberry aromas. The palate is juicy, tight and well balanced, with lightly roasted plum fruit, spice and mild barrel notes. Dry, spicy and honest on the finish.",Pinot Noir
Argentina,"This blowsy wine is waxy on the bouquet, with aromas of nectarine, pineapple and vanilla. It sports a chunky mouthfeel and tropical flavors, primarily pineapple accented by vanilla. On the finish, things fall off to stalky.",Sémillon
Argentina,"Here's a basic Malbec with ripe plum aromas topped off by milk chocolate and vanilla notes. It's hard but bold in the mouth, with decent acidity and a forced set of oaky, chocolaty, berry flavors.",Malbec
Argentina,"This is true Cabernet evidenced by its mildly herbal nose of juniper, pine and leather that's mixed into a core of berry and cassis. The mouthfeel deals both jammy richness and crisp acidity, while flavors run from herb to black fruit to coffee.",Cabernet Sauvignon
Argentina,"Chunky plum, berry and toasty campfire aromas are full and thick on this blend of 60% Malbec and 40% Merlot. The palate is stout and meaty, with pronounced but honest tannins. It tastes charred, with ripe berry, prune and chocolate undercurrents. Loses some of its spunk on the finish.",Malbec-Cabernet Sauvignon
Argentina,"Blueberry and cassis aromas are jammy and suggest graham crackers. This feels tight and narrow, with strict tannins. As for flavors, look for baked berry, herb and earth notes the finish shows berry,  leather and carob notes.",Cabernet Sauvignon
Argentina,"Aromas of matchstick, tropical fruits and stalkiness are a bit challenging. In the mouth, things feel solid and fresh, while flavors of sweet pear, melon, vanilla and apricot settle on mildly bitter come finishing time.",Pinot Grigio
Argentina,"Rubbery aromas vie with solid berry fruit notes. The palate is basic and a touch edgy in feel, with red plum, currant and herbal flavors. Peppery and minty on the finish, but juicy and correct overall.",Cabernet Sauvignon
Argentina,"Despite being heavy and flat, this is an easygoing wine with raisiny notes on the nose and earthy, loamy berry and raisin flavors. The finish is soft, with nothing jagged or hard to deal with.",Cabernet Sauvignon-Syrah
Argentina,"Barrel grain and spiced apple are the key aromas. This is round, chunky and not showing a lot of structure or backbone. Oaky flavors of butterscotch and baked apple end with a note of caramel.",Chardonnay
Argentina,"This Malbec-Cabernet blend hits the spot aromatically, delivering rock-solid black fruit and toasty oak scents. It feels rich, with chewy tannins and rooty-tasting berry and chocolate flavors. Smooth and easygoing, perhaps a touch soft on the finish. Drink now–2014.",Red Blend
